lat,lon,sunrise,sunset,solar_noon,day_length_sec,civil_twilight_begin,civil_twilight_end,nautical_twilight_begin,nautical_twilight_end,astronomical_twilight_begin,astronomical_twilight_end,day_length_hr
34.33,-113.82,2026-05-22T05:26:55-07:00,2026-05-22T19:37:04-07:00,2026-05-22T12:31:59-07:00,51009,2026-05-22T05:00:02-07:00,2026-05-22T20:03:56-07:00,2026-05-22T04:25:32-07:00,2026-05-22T20:38:27-07:00,2026-05-22T03:48:20-07:00,2026-05-22T21:15:38-07:00,14.1692
34.33,-113.32,2026-05-22T05:24:55-07:00,2026-05-22T19:35:04-07:00,2026-05-22T12:29:59-07:00,51009,2026-05-22T04:58:02-07:00,2026-05-22T20:01:56-07:00,2026-05-22T04:23:32-07:00,2026-05-22T20:36:26-07:00,2026-05-22T03:46:20-07:00,2026-05-22T21:13:38-07:00,14.1692
34.33,-112.82,2026-05-22T05:22:55-07:00,2026-05-22T19:33:04-07:00,2026-05-22T12:27:59-07:00,51009,2026-05-22T04:56:02-07:00,2026-05-22T19:59:56-07:00,2026-05-22T04:21:32-07:00,2026-05-22T20:34:26-07:00,2026-05-22T03:44:20-07:00,2026-05-22T21:11:38-07:00,14.1692
34.33,-112.32,2026-05-22T05:20:55-07:00,2026-05-22T19:31:03-07:00,2026-05-22T12:25:59-07:00,51008,2026-05-22T04:54:02-07:00,2026-05-22T19:57:56-07:00,2026-05-22T04:19:32-07:00,2026-05-22T20:32:26-07:00,2026-05-22T03:42:20-07:00,2026-05-22T21:09:38-07:00,14.1689
34.33,-111.82,2026-05-22T05:18:55-07:00,2026-05-22T19:29:03-07:00,2026-05-22T12:23:59-07:00,51008,2026-05-22T04:52:02-07:00,2026-05-22T19:55:56-07:00,2026-05-22T04:17:32-07:00,2026-05-22T20:30:26-07:00,2026-05-22T03:40:20-07:00,2026-05-22T21:07:38-07:00,14.1689
34.33,-111.32,2026-05-22T05:16:55-07:00,2026-05-22T19:27:03-07:00,2026-05-22T12:21:59-07:00,51008,2026-05-22T04:50:02-07:00,2026-05-22T19:53:56-07:00,2026-05-22T04:15:32-07:00,2026-05-22T20:28:26-07:00,2026-05-22T03:38:20-07:00,2026-05-22T21:05:38-07:00,14.1689
34.33,-110.82,2026-05-22T05:14:55-07:00,2026-05-22T19:25:03-07:00,2026-05-22T12:19:59-07:00,51008,2026-05-22T04:48:02-07:00,2026-05-22T19:51:56-07:00,2026-05-22T04:13:32-07:00,2026-05-22T20:26:26-07:00,2026-05-22T03:36:20-07:00,2026-05-22T21:03:38-07:00,14.1689
34.33,-110.32,2026-05-22T05:12:55-07:00,2026-05-22T19:23:03-07:00,2026-05-22T12:17:59-07:00,51008,2026-05-22T04:46:02-07:00,2026-05-22T19:49:56-07:00,2026-05-22T04:11:32-07:00,2026-05-22T20:24:26-07:00,2026-05-22T03:34:21-07:00,2026-05-22T21:01:38-07:00,14.1689
34.33,-109.82,2026-05-22T05:10:55-07:00,2026-05-22T19:21:03-07:00,2026-05-22T12:15:59-07:00,51008,2026-05-22T04:44:02-07:00,2026-05-22T19:47:56-07:00,2026-05-22T04:09:32-07:00,2026-05-22T20:22:26-07:00,2026-05-22T03:32:21-07:00,2026-05-22T20:59:38-07:00,14.1689
34.33,-109.32,2026-05-22T05:08:55-07:00,2026-05-22T19:19:03-07:00,2026-05-22T12:13:59-07:00,51008,2026-05-22T04:42:02-07:00,2026-05-22T19:45:56-07:00,2026-05-22T04:07:32-07:00,2026-05-22T20:20:26-07:00,2026-05-22T03:30:21-07:00,2026-05-22T20:57:37-07:00,14.1689
34.33,-108.82,2026-05-22T05:06:55-07:00,2026-05-22T19:17:03-07:00,2026-05-22T12:11:59-07:00,51008,2026-05-22T04:40:03-07:00,2026-05-22T19:43:56-07:00,2026-05-22T04:05:32-07:00,2026-05-22T20:18:26-07:00,2026-05-22T03:28:21-07:00,2026-05-22T20:55:37-07:00,14.1689
34.83,-114.82,2026-05-22T05:29:43-07:00,2026-05-22T19:42:15-07:00,2026-05-22T12:35:59-07:00,51152,2026-05-22T05:02:38-07:00,2026-05-22T20:09:21-07:00,2026-05-22T04:27:47-07:00,2026-05-22T20:44:11-07:00,2026-05-22T03:50:08-07:00,2026-05-22T21:21:50-07:00,14.2089
34.83,-113.82,2026-05-22T05:25:43-07:00,2026-05-22T19:38:15-07:00,2026-05-22T12:31:59-07:00,51152,2026-05-22T04:58:38-07:00,2026-05-22T20:05:20-07:00,2026-05-22T04:23:48-07:00,2026-05-22T20:40:11-07:00,2026-05-22T03:46:08-07:00,2026-05-22T21:17:50-07:00,14.2089
34.83,-113.32,2026-05-22T05:23:44-07:00,2026-05-22T19:36:15-07:00,2026-05-22T12:29:59-07:00,51151,2026-05-22T04:56:38-07:00,2026-05-22T20:03:20-07:00,2026-05-22T04:21:48-07:00,2026-05-22T20:38:11-07:00,2026-05-22T03:44:08-07:00,2026-05-22T21:15:50-07:00,14.2086
34.83,-112.82,2026-05-22T05:21:44-07:00,2026-05-22T19:34:15-07:00,2026-05-22T12:27:59-07:00,51151,2026-05-22T04:54:38-07:00,2026-05-22T20:01:20-07:00,2026-05-22T04:19:48-07:00,2026-05-22T20:36:11-07:00,2026-05-22T03:42:08-07:00,2026-05-22T21:13:50-07:00,14.2086
34.83,-112.32,2026-05-22T05:19:44-07:00,2026-05-22T19:32:15-07:00,2026-05-22T12:25:59-07:00,51151,2026-05-22T04:52:38-07:00,2026-05-22T19:59:20-07:00,2026-05-22T04:17:48-07:00,2026-05-22T20:34:11-07:00,2026-05-22T03:40:08-07:00,2026-05-22T21:11:50-07:00,14.2086
34.83,-111.82,2026-05-22T05:17:44-07:00,2026-05-22T19:30:15-07:00,2026-05-22T12:23:59-07:00,51151,2026-05-22T04:50:38-07:00,2026-05-22T19:57:20-07:00,2026-05-22T04:15:48-07:00,2026-05-22T20:32:10-07:00,2026-05-22T03:38:08-07:00,2026-05-22T21:09:50-07:00,14.2086
34.83,-111.32,2026-05-22T05:15:44-07:00,2026-05-22T19:28:14-07:00,2026-05-22T12:21:59-07:00,51150,2026-05-22T04:48:38-07:00,2026-05-22T19:55:20-07:00,2026-05-22T04:13:48-07:00,2026-05-22T20:30:10-07:00,2026-05-22T03:36:08-07:00,2026-05-22T21:07:50-07:00,14.2083
34.83,-110.82,2026-05-22T05:13:44-07:00,2026-05-22T19:26:14-07:00,2026-05-22T12:19:59-07:00,51150,2026-05-22T04:46:38-07:00,2026-05-22T19:53:20-07:00,2026-05-22T04:11:48-07:00,2026-05-22T20:28:10-07:00,2026-05-22T03:34:08-07:00,2026-05-22T21:05:50-07:00,14.2083
34.83,-110.32,2026-05-22T05:11:44-07:00,2026-05-22T19:24:14-07:00,2026-05-22T12:17:59-07:00,51150,2026-05-22T04:44:38-07:00,2026-05-22T19:51:20-07:00,2026-05-22T04:09:48-07:00,2026-05-22T20:26:10-07:00,2026-05-22T03:32:08-07:00,2026-05-22T21:03:50-07:00,14.2083
34.83,-109.82,2026-05-22T05:09:44-07:00,2026-05-22T19:22:14-07:00,2026-05-22T12:15:59-07:00,51150,2026-05-22T04:42:38-07:00,2026-05-22T19:49:20-07:00,2026-05-22T04:07:48-07:00,2026-05-22T20:24:10-07:00,2026-05-22T03:30:09-07:00,2026-05-22T21:01:50-07:00,14.2083
35.33,-114.82,2026-05-22T05:28:31-07:00,2026-05-22T19:43:27-07:00,2026-05-22T12:35:59-07:00,51296,2026-05-22T05:01:12-07:00,2026-05-22T20:10:46-07:00,2026-05-22T04:26:01-07:00,2026-05-22T20:45:57-07:00,2026-05-22T03:47:52-07:00,2026-05-22T21:24:06-07:00,14.2489
35.33,-114.32,2026-05-22T05:26:31-07:00,2026-05-22T19:41:27-07:00,2026-05-22T12:33:59-07:00,51296,2026-05-22T04:59:12-07:00,2026-05-22T20:08:46-07:00,2026-05-22T04:24:01-07:00,2026-05-22T20:43:57-07:00,2026-05-22T03:45:53-07:00,2026-05-22T21:22:06-07:00,14.2489
35.33,-113.82,2026-05-22T05:24:31-07:00,2026-05-22T19:39:27-07:00,2026-05-22T12:31:59-07:00,51296,2026-05-22T04:57:12-07:00,2026-05-22T20:06:46-07:00,2026-05-22T04:22:01-07:00,2026-05-22T20:41:57-07:00,2026-05-22T03:43:53-07:00,2026-05-22T21:20:06-07:00,14.2489
35.33,-113.32,2026-05-22T05:22:31-07:00,2026-05-22T19:37:27-07:00,2026-05-22T12:29:59-07:00,51296,2026-05-22T04:55:12-07:00,2026-05-22T20:04:46-07:00,2026-05-22T04:20:01-07:00,2026-05-22T20:39:57-07:00,2026-05-22T03:41:53-07:00,2026-05-22T21:18:06-07:00,14.2489
35.33,-112.82,2026-05-22T05:20:31-07:00,2026-05-22T19:35:27-07:00,2026-05-22T12:27:59-07:00,51296,2026-05-22T04:53:12-07:00,2026-05-22T20:02:46-07:00,2026-05-22T04:18:01-07:00,2026-05-22T20:37:57-07:00,2026-05-22T03:39:53-07:00,2026-05-22T21:16:05-07:00,14.2489
35.33,-112.32,2026-05-22T05:18:31-07:00,2026-05-22T19:33:27-07:00,2026-05-22T12:25:59-07:00,51296,2026-05-22T04:51:12-07:00,2026-05-22T20:00:46-07:00,2026-05-22T04:16:01-07:00,2026-05-22T20:35:57-07:00,2026-05-22T03:37:53-07:00,2026-05-22T21:14:05-07:00,14.2489
35.33,-111.32,2026-05-22T05:14:32-07:00,2026-05-22T19:29:27-07:00,2026-05-22T12:21:59-07:00,51295,2026-05-22T04:47:12-07:00,2026-05-22T19:56:46-07:00,2026-05-22T04:12:02-07:00,2026-05-22T20:31:57-07:00,2026-05-22T03:33:53-07:00,2026-05-22T21:10:05-07:00,14.2486
35.33,-110.82,2026-05-22T05:12:32-07:00,2026-05-22T19:27:27-07:00,2026-05-22T12:19:59-07:00,51295,2026-05-22T04:45:12-07:00,2026-05-22T19:54:46-07:00,2026-05-22T04:10:02-07:00,2026-05-22T20:29:57-07:00,2026-05-22T03:31:53-07:00,2026-05-22T21:08:05-07:00,14.2486
35.33,-110.32,2026-05-22T05:10:32-07:00,2026-05-22T19:25:27-07:00,2026-05-22T12:17:59-07:00,51295,2026-05-22T04:43:13-07:00,2026-05-22T19:52:46-07:00,2026-05-22T04:08:02-07:00,2026-05-22T20:27:56-07:00,2026-05-22T03:29:53-07:00,2026-05-22T21:06:05-07:00,14.2486
35.33,-109.82,2026-05-22T05:08:32-07:00,2026-05-22T19:23:26-07:00,2026-05-22T12:15:59-07:00,51294,2026-05-22T04:41:13-07:00,2026-05-22T19:50:46-07:00,2026-05-22T04:06:02-07:00,2026-05-22T20:25:56-07:00,2026-05-22T03:27:53-07:00,2026-05-22T21:04:05-07:00,14.2483
35.33,-109.32,2026-05-22T05:06:32-07:00,2026-05-22T19:21:26-07:00,2026-05-22T12:13:59-07:00,51294,2026-05-22T04:39:13-07:00,2026-05-22T19:48:45-07:00,2026-05-22T04:04:02-07:00,2026-05-22T20:23:56-07:00,2026-05-22T03:25:53-07:00,2026-05-22T21:02:05-07:00,14.2483
35.33,-108.82,2026-05-22T05:04:32-07:00,2026-05-22T19:19:26-07:00,2026-05-22T12:11:59-07:00,51294,2026-05-22T04:37:13-07:00,2026-05-22T19:46:45-07:00,2026-05-22T04:02:02-07:00,2026-05-22T20:21:56-07:00,2026-05-22T03:23:53-07:00,2026-05-22T21:00:05-07:00,14.2483
35.83,-114.82,2026-05-22T05:27:18-07:00,2026-05-22T19:44:40-07:00,2026-05-22T12:35:59-07:00,51442,2026-05-22T04:59:45-07:00,2026-05-22T20:12:13-07:00,2026-05-22T04:24:13-07:00,2026-05-22T20:47:46-07:00,2026-05-22T03:45:34-07:00,2026-05-22T21:26:25-07:00,14.2894
35.83,-114.32,2026-05-22T05:25:18-07:00,2026-05-22T19:42:40-07:00,2026-05-22T12:33:59-07:00,51442,2026-05-22T04:57:45-07:00,2026-05-22T20:10:13-07:00,2026-05-22T04:22:13-07:00,2026-05-22T20:45:46-07:00,2026-05-22T03:43:34-07:00,2026-05-22T21:24:25-07:00,14.2894
35.83,-113.82,2026-05-22T05:23:18-07:00,2026-05-22T19:40:40-07:00,2026-05-22T12:31:59-07:00,51442,2026-05-22T04:55:45-07:00,2026-05-22T20:08:13-07:00,2026-05-22T04:20:13-07:00,2026-05-22T20:43:46-07:00,2026-05-22T03:41:34-07:00,2026-05-22T21:22:24-07:00,14.2894
35.83,-112.82,2026-05-22T05:19:18-07:00,2026-05-22T19:36:40-07:00,2026-05-22T12:27:59-07:00,51442,2026-05-22T04:51:45-07:00,2026-05-22T20:04:13-07:00,2026-05-22T04:16:13-07:00,2026-05-22T20:39:45-07:00,2026-05-22T03:37:34-07:00,2026-05-22T21:18:24-07:00,14.2894
35.83,-112.32,2026-05-22T05:17:18-07:00,2026-05-22T19:34:40-07:00,2026-05-22T12:25:59-07:00,51442,2026-05-22T04:49:45-07:00,2026-05-22T20:02:13-07:00,2026-05-22T04:14:13-07:00,2026-05-22T20:37:45-07:00,2026-05-22T03:35:34-07:00,2026-05-22T21:16:24-07:00,14.2894
35.83,-111.82,2026-05-22T05:15:18-07:00,2026-05-22T19:32:40-07:00,2026-05-22T12:23:59-07:00,51442,2026-05-22T04:47:45-07:00,2026-05-22T20:00:13-07:00,2026-05-22T04:12:13-07:00,2026-05-22T20:35:45-07:00,2026-05-22T03:33:34-07:00,2026-05-22T21:14:24-07:00,14.2894
35.83,-111.32,2026-05-22T05:13:18-07:00,2026-05-22T19:30:40-07:00,2026-05-22T12:21:59-07:00,51442,2026-05-22T04:45:45-07:00,2026-05-22T19:58:13-07:00,2026-05-22T04:10:13-07:00,2026-05-22T20:33:45-07:00,2026-05-22T03:31:34-07:00,2026-05-22T21:12:24-07:00,14.2894
35.83,-110.82,2026-05-22T05:11:18-07:00,2026-05-22T19:28:40-07:00,2026-05-22T12:19:59-07:00,51442,2026-05-22T04:43:45-07:00,2026-05-22T19:56:13-07:00,2026-05-22T04:08:13-07:00,2026-05-22T20:31:45-07:00,2026-05-22T03:29:34-07:00,2026-05-22T21:10:24-07:00,14.2894
35.83,-110.32,2026-05-22T05:09:18-07:00,2026-05-22T19:26:40-07:00,2026-05-22T12:17:59-07:00,51442,2026-05-22T04:41:45-07:00,2026-05-22T19:54:13-07:00,2026-05-22T04:06:13-07:00,2026-05-22T20:29:45-07:00,2026-05-22T03:27:34-07:00,2026-05-22T21:08:24-07:00,14.2894
35.83,-108.82,2026-05-22T05:03:19-07:00,2026-05-22T19:20:40-07:00,2026-05-22T12:11:59-07:00,51441,2026-05-22T04:35:46-07:00,2026-05-22T19:48:12-07:00,2026-05-22T04:00:13-07:00,2026-05-22T20:23:45-07:00,2026-05-22T03:21:35-07:00,2026-05-22T21:02:24-07:00,14.2892
36.33,-114.82,2026-05-22T05:26:04-07:00,2026-05-22T19:45:55-07:00,2026-05-22T12:35:59-07:00,51591,2026-05-22T04:58:16-07:00,2026-05-22T20:13:42-07:00,2026-05-22T04:22:22-07:00,2026-05-22T20:49:36-07:00,2026-05-22T03:43:11-07:00,2026-05-22T21:28:47-07:00,14.3308
36.33,-114.32,2026-05-22T05:24:04-07:00,2026-05-22T19:43:55-07:00,2026-05-22T12:33:59-07:00,51591,2026-05-22T04:56:16-07:00,2026-05-22T20:11:42-07:00,2026-05-22T04:20:22-07:00,2026-05-22T20:47:36-07:00,2026-05-22T03:41:11-07:00,2026-05-22T21:26:47-07:00,14.3308
36.33,-113.82,2026-05-22T05:22:04-07:00,2026-05-22T19:41:54-07:00,2026-05-22T12:31:59-07:00,51590,2026-05-22T04:54:17-07:00,2026-05-22T20:09:42-07:00,2026-05-22T04:18:22-07:00,2026-05-22T20:45:36-07:00,2026-05-22T03:39:11-07:00,2026-05-22T21:24:47-07:00,14.3306
36.33,-113.32,2026-05-22T05:20:04-07:00,2026-05-22T19:39:54-07:00,2026-05-22T12:29:59-07:00,51590,2026-05-22T04:52:17-07:00,2026-05-22T20:07:42-07:00,2026-05-22T04:16:22-07:00,2026-05-22T20:43:36-07:00,2026-05-22T03:37:11-07:00,2026-05-22T21:22:47-07:00,14.3306
36.33,-112.82,2026-05-22T05:18:04-07:00,2026-05-22T19:37:54-07:00,2026-05-22T12:27:59-07:00,51590,2026-05-22T04:50:17-07:00,2026-05-22T20:05:42-07:00,2026-05-22T04:14:22-07:00,2026-05-22T20:41:36-07:00,2026-05-22T03:35:11-07:00,2026-05-22T21:20:47-07:00,14.3306
36.33,-112.32,2026-05-22T05:16:04-07:00,2026-05-22T19:35:54-07:00,2026-05-22T12:25:59-07:00,51590,2026-05-22T04:48:17-07:00,2026-05-22T20:03:42-07:00,2026-05-22T04:12:22-07:00,2026-05-22T20:39:36-07:00,2026-05-22T03:33:11-07:00,2026-05-22T21:18:47-07:00,14.3306
36.33,-111.82,2026-05-22T05:14:04-07:00,2026-05-22T19:33:54-07:00,2026-05-22T12:23:59-07:00,51590,2026-05-22T04:46:17-07:00,2026-05-22T20:01:41-07:00,2026-05-22T04:10:22-07:00,2026-05-22T20:37:36-07:00,2026-05-22T03:31:12-07:00,2026-05-22T21:16:47-07:00,14.3306
36.33,-110.32,2026-05-22T05:08:04-07:00,2026-05-22T19:27:54-07:00,2026-05-22T12:17:59-07:00,51590,2026-05-22T04:40:17-07:00,2026-05-22T19:55:41-07:00,2026-05-22T04:04:22-07:00,2026-05-22T20:31:36-07:00,2026-05-22T03:25:12-07:00,2026-05-22T21:10:46-07:00,14.3306
36.33,-109.82,2026-05-22T05:06:04-07:00,2026-05-22T19:25:54-07:00,2026-05-22T12:15:59-07:00,51590,2026-05-22T04:38:17-07:00,2026-05-22T19:53:41-07:00,2026-05-22T04:02:22-07:00,2026-05-22T20:29:36-07:00,2026-05-22T03:23:12-07:00,2026-05-22T21:08:46-07:00,14.3306
36.33,-109.32,2026-05-22T05:04:04-07:00,2026-05-22T19:23:54-07:00,2026-05-22T12:13:59-07:00,51590,2026-05-22T04:36:17-07:00,2026-05-22T19:51:41-07:00,2026-05-22T04:00:23-07:00,2026-05-22T20:27:36-07:00,2026-05-22T03:21:12-07:00,2026-05-22T21:06:46-07:00,14.3306
36.33,-108.82,2026-05-22T05:02:04-07:00,2026-05-22T19:21:54-07:00,2026-05-22T12:11:59-07:00,51590,2026-05-22T04:34:17-07:00,2026-05-22T19:49:41-07:00,2026-05-22T03:58:23-07:00,2026-05-22T20:25:36-07:00,2026-05-22T03:19:12-07:00,2026-05-22T21:04:46-07:00,14.3306
36.83,-114.82,2026-05-22T05:24:48-07:00,2026-05-22T19:47:10-07:00,2026-05-22T12:35:59-07:00,51742,2026-05-22T04:56:46-07:00,2026-05-22T20:15:12-07:00,2026-05-22T04:20:29-07:00,2026-05-22T20:51:30-07:00,2026-05-22T03:40:45-07:00,2026-05-22T21:31:14-07:00,14.3728
36.83,-114.32,2026-05-22T05:22:48-07:00,2026-05-22T19:45:10-07:00,2026-05-22T12:33:59-07:00,51742,2026-05-22T04:54:46-07:00,2026-05-22T20:13:12-07:00,2026-05-22T04:18:29-07:00,2026-05-22T20:49:30-07:00,2026-05-22T03:38:45-07:00,2026-05-22T21:29:14-07:00,14.3728
36.83,-112.82,2026-05-22T05:16:48-07:00,2026-05-22T19:39:10-07:00,2026-05-22T12:27:59-07:00,51742,2026-05-22T04:48:46-07:00,2026-05-22T20:07:12-07:00,2026-05-22T04:12:29-07:00,2026-05-22T20:43:29-07:00,2026-05-22T03:32:45-07:00,2026-05-22T21:23:13-07:00,14.3728
36.83,-112.32,2026-05-22T05:14:49-07:00,2026-05-22T19:37:10-07:00,2026-05-22T12:25:59-07:00,51741,2026-05-22T04:46:47-07:00,2026-05-22T20:05:12-07:00,2026-05-22T04:10:29-07:00,2026-05-22T20:41:29-07:00,2026-05-22T03:30:45-07:00,2026-05-22T21:21:13-07:00,14.3725
36.83,-111.82,2026-05-22T05:12:49-07:00,2026-05-22T19:35:10-07:00,2026-05-22T12:23:59-07:00,51741,2026-05-22T04:44:47-07:00,2026-05-22T20:03:12-07:00,2026-05-22T04:08:29-07:00,2026-05-22T20:39:29-07:00,2026-05-22T03:28:45-07:00,2026-05-22T21:19:13-07:00,14.3725
36.83,-111.32,2026-05-22T05:10:49-07:00,2026-05-22T19:33:10-07:00,2026-05-22T12:21:59-07:00,51741,2026-05-22T04:42:47-07:00,2026-05-22T20:01:12-07:00,2026-05-22T04:06:29-07:00,2026-05-22T20:37:29-07:00,2026-05-22T03:26:45-07:00,2026-05-22T21:17:13-07:00,14.3725
36.83,-110.82,2026-05-22T05:08:49-07:00,2026-05-22T19:31:09-07:00,2026-05-22T12:19:59-07:00,51740,2026-05-22T04:40:47-07:00,2026-05-22T19:59:12-07:00,2026-05-22T04:04:29-07:00,2026-05-22T20:35:29-07:00,2026-05-22T03:24:45-07:00,2026-05-22T21:15:13-07:00,14.3722
36.83,-110.32,2026-05-22T05:06:49-07:00,2026-05-22T19:29:09-07:00,2026-05-22T12:17:59-07:00,51740,2026-05-22T04:38:47-07:00,2026-05-22T19:57:11-07:00,2026-05-22T04:02:29-07:00,2026-05-22T20:33:29-07:00,2026-05-22T03:22:45-07:00,2026-05-22T21:13:13-07:00,14.3722
36.83,-108.82,2026-05-22T05:00:49-07:00,2026-05-22T19:23:09-07:00,2026-05-22T12:11:59-07:00,51740,2026-05-22T04:32:47-07:00,2026-05-22T19:51:11-07:00,2026-05-22T03:56:29-07:00,2026-05-22T20:27:29-07:00,2026-05-22T03:16:46-07:00,2026-05-22T21:07:12-07:00,14.3722
37.33,-114.82,2026-05-22T05:23:32-07:00,2026-05-22T19:48:27-07:00,2026-05-22T12:35:59-07:00,51895,2026-05-22T04:55:14-07:00,2026-05-22T20:16:44-07:00,2026-05-22T04:18:33-07:00,2026-05-22T20:53:25-07:00,2026-05-22T03:38:14-07:00,2026-05-22T21:33:44-07:00,14.4153
37.33,-113.82,2026-05-22T05:19:32-07:00,2026-05-22T19:44:26-07:00,2026-05-22T12:31:59-07:00,51894,2026-05-22T04:51:15-07:00,2026-05-22T20:12:44-07:00,2026-05-22T04:14:33-07:00,2026-05-22T20:49:25-07:00,2026-05-22T03:34:14-07:00,2026-05-22T21:29:44-07:00,14.415
37.33,-113.32,2026-05-22T05:17:32-07:00,2026-05-22T19:42:26-07:00,2026-05-22T12:29:59-07:00,51894,2026-05-22T04:49:15-07:00,2026-05-22T20:10:44-07:00,2026-05-22T04:12:33-07:00,2026-05-22T20:47:25-07:00,2026-05-22T03:32:14-07:00,2026-05-22T21:27:44-07:00,14.415
37.33,-112.82,2026-05-22T05:15:32-07:00,2026-05-22T19:40:26-07:00,2026-05-22T12:27:59-07:00,51894,2026-05-22T04:47:15-07:00,2026-05-22T20:08:44-07:00,2026-05-22T04:10:33-07:00,2026-05-22T20:45:25-07:00,2026-05-22T03:30:15-07:00,2026-05-22T21:25:44-07:00,14.415
37.33,-112.32,2026-05-22T05:13:32-07:00,2026-05-22T19:38:26-07:00,2026-05-22T12:25:59-07:00,51894,2026-05-22T04:45:15-07:00,2026-05-22T20:06:44-07:00,2026-05-22T04:08:33-07:00,2026-05-22T20:43:25-07:00,2026-05-22T03:28:15-07:00,2026-05-22T21:23:44-07:00,14.415
37.33,-111.82,2026-05-22T05:11:32-07:00,2026-05-22T19:36:26-07:00,2026-05-22T12:23:59-07:00,51894,2026-05-22T04:43:15-07:00,2026-05-22T20:04:43-07:00,2026-05-22T04:06:33-07:00,2026-05-22T20:41:25-07:00,2026-05-22T03:26:15-07:00,2026-05-22T21:21:43-07:00,14.415
37.33,-111.32,2026-05-22T05:09:32-07:00,2026-05-22T19:34:26-07:00,2026-05-22T12:21:59-07:00,51894,2026-05-22T04:41:15-07:00,2026-05-22T20:02:43-07:00,2026-05-22T04:04:33-07:00,2026-05-22T20:39:25-07:00,2026-05-22T03:24:15-07:00,2026-05-22T21:19:43-07:00,14.415
37.33,-110.82,2026-05-22T05:07:32-07:00,2026-05-22T19:32:26-07:00,2026-05-22T12:19:59-07:00,51894,2026-05-22T04:39:15-07:00,2026-05-22T20:00:43-07:00,2026-05-22T04:02:34-07:00,2026-05-22T20:37:25-07:00,2026-05-22T03:22:15-07:00,2026-05-22T21:17:43-07:00,14.415
37.33,-110.32,2026-05-22T05:05:32-07:00,2026-05-22T19:30:26-07:00,2026-05-22T12:17:59-07:00,51894,2026-05-22T04:37:15-07:00,2026-05-22T19:58:43-07:00,2026-05-22T04:00:34-07:00,2026-05-22T20:35:25-07:00,2026-05-22T03:20:15-07:00,2026-05-22T21:15:43-07:00,14.415
37.33,-109.82,2026-05-22T05:03:32-07:00,2026-05-22T19:28:26-07:00,2026-05-22T12:15:59-07:00,51894,2026-05-22T04:35:15-07:00,2026-05-22T19:56:43-07:00,2026-05-22T03:58:34-07:00,2026-05-22T20:33:24-07:00,2026-05-22T03:18:15-07:00,2026-05-22T21:13:43-07:00,14.415
37.33,-109.32,2026-05-22T05:01:32-07:00,2026-05-22T19:26:26-07:00,2026-05-22T12:13:59-07:00,51894,2026-05-22T04:33:15-07:00,2026-05-22T19:54:43-07:00,2026-05-22T03:56:34-07:00,2026-05-22T20:31:24-07:00,2026-05-22T03:16:15-07:00,2026-05-22T21:11:43-07:00,14.415
37.33,-108.82,2026-05-22T04:59:32-07:00,2026-05-22T19:24:26-07:00,2026-05-22T12:11:59-07:00,51894,2026-05-22T04:31:15-07:00,2026-05-22T19:52:43-07:00,2026-05-22T03:54:34-07:00,2026-05-22T20:29:24-07:00,2026-05-22T03:14:15-07:00,2026-05-22T21:09:43-07:00,14.415
